time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.256,0.48393920132778134,12.0,1,0.46248990002725765,0.5258924167178137,0.09598518906479347,-0.0058706099834147036,-0.01301027964725454,-0.1976690391704384,0.1976690391704384
1.2570000000000001,0.48393920132778134,12.0,1,0.4630137976119842,0.5238975847265563,0.0937568873956856,-0.015472561862331083,-0.034289853568382204,-0.2010434686773929,0.2010434686773929
1.258,0.48393920132778134,12.0,1,0.46353486846510655,0.5210708531223438,0.09153158958429312,-0.02426583940352534,-0.05377726631596118,-0.20413567860055612,0.20413567860055612
1.2590000000000001,0.48393920132778134,12.0,1,0.4640523511083559,0.5174826432493334,0.08931325713278279,-0.03229713336260076,-0.07157599262073606,-0.20696191896141883,0.20696191896141883
1.26,0.48900176172217313,12.0,1,0.46456555041075226,0.5131993023963489,0.10843187491759711,0.07048919273424438,0.15621615337633285,-0.17227902488367242,0.17227902488367242
1.2610000000000001,0.48900176172217313,12.0,1,0.4650833860955299,0.5178356847776281,0.10630008406793004,0.05506302458472377,0.12202911624086715,-0.17653881915981706,0.17653881915981706
1.262,0.48900176172217313,12.0,1,0.4656045577502176,0.5211716546876857,0.10414032176740759,0.04073231559343939,0.09026980467924538,-0.18156254545677356,0.18156254545677356
1.2630000000000001,0.48900176172217313,12.0,1,0.4661278215026992,0.5232637524816376,0.10195843306198059,0.02747333374380675,0.06088562446817051,-0.18621253122106945,0.18621253122106945
1.264,0.48900176172217313,12.0,1,0.46665202686075063,0.5242053580514435,0.09976026392711447,0.015227227523145126,0.03374615055133608,-0.19050924956573556,0.19050924956573556
1.2650000000000001,0.48900176172217313,12.0,1,0.46717611157519656,0.5240847144459148,0.09755123362875694,0.00393784014660296,0.008726929851962412,-0.19447223792405466,0.19447223792405466
1.266,0.48900176172217313,12.0,1,0.4676990967385952,0.5229851633986584,0.09533635789131394,-0.006448395396878728,-0.014290751323368019,-0.1981201344192542,0.1981201344192542
1.2670000000000001,0.48900176172217313,12.0,1,0.4682200821102646,0.5209853716694112,0.09312027101382249,-0.015982557969796047,-0.03542009250366761,-0.2014707130839937,0.2014707130839937
1.268,0.48900176172217313,12.0,1,0.46873824165875533,0.5181595484907359,0.09090724697491598,-0.024713336651299052,-0.05476899704775241,-0.20454091795326365,0.20454091795326365
1.2690000000000001,0.48900176172217313,12.0,1,0.4692528193131613,0.5145776544059947,0.08870121956590656,-0.03268712591198215,-0.07244028306791822,-0.20734689605459294,0.20734689605459294
1.27,0.494030025511788,12.0,1,0.4697631249149397,0.5103056017783804,0.10768767150825491,0.06940611373026419,0.15381586434986683,-0.17175966708163337,0.17175966708163337
1.2710000000000001,0.494030025511788,12.0,1,0.47027805669045086,0.5149317755111785,0.10556800429024911,0.05405226878349559,0.11978910784885768,-0.17713992114412716,0.17713992114412716
1.272,0.494030025511788,12.0,1,0.4707962815727792,0.5182248823283585,0.10342019668030913,0.03982414487360943,0.08825714244042916,-0.18212765804102174,0.18212765804102174
1.2730000000000001,0.494030025511788,12.0,1,0.4713165645889525,0.5202830161732841,0.1012505009893036,0.026660493682648133,0.05908423133627421,-0.18674418297664158,0.18674418297664158
1.274,0.494030025511788,12.0,1,0.4718377635135843,0.5211989246318086,0.09906472160048743,0.014502851838642639,0.032140809666543216,-0.19100983421519885,0.19100983421519885
1.2750000000000001,0.494030025511788,12.0,1,0.47235882376594185,0.5210602523575301,0.09686823907132676,0.003295433253080817,0.007303245881189463,-0.19494402038620193,0.19494402038620193
1.276,0.494030025511788,12.0,1,0.4728787735410147,0.5199497750728413,0.09466603314871257,-0.007014975165983994,-0.015546389367687355,-0.19856525662360472,0.19856525662360472
1.2770000000000001,0.494030025511788,12.0,1,0.4733967191654566,0.517945624441882,0.09246270473918362,-0.01647911449263246,-0.036520547011976184,-0.20189119956184395,0.20189119956184395
1.278,0.494030025511788,12.0,1,0.47391184066956216,0.5151215041055505,0.09026249687449552,-0.02514535152199313,-0.055726416173768535,-0.20493868121224984,0.20493868121224984
1.2790000000000001,0.494030025511788,12.0,1,0.47442338756672486,0.5115468971627133,0.08806931471160914,-0.033059773338552985,-0.07326613374497108,-0.20772374174358937,0.20772374174358937
1.28,0.4990227520477754,12.0,1,0.4749306748321005,0.5072872653756471,0.10691891166045396,0.06831509159999961,0.15139797199180066,-0.1723868842274336,0.1723868842274336
1.281,0.4990227520477754,12.0,1,0.47544253807341497,0.5118632413144941,0.1048116335580484,0.05307306771053393,0.11761903015231266,-0.1777279223060052,0.1777279223060052
1.282,0.4990227520477754,12.0,1,0.4759576539265849,0.5151158531699296,0.10267648950181395,0.038948930611170655,0.08631751736948026,-0.18267917358666014,0.18267917358666014
1.283,0.4990227520477754,12.0,1,0.4764747964385704,0.5171425119854862,0.10051968649644072,0.02588184918889869,0.05735862145278767,-0.18726179833311557,0.18726179833311557
1.284,0.4990227520477754,12.0,1,0.47699283175746876,0.5180353188984007,0.0983469867323509,0.01381375859570556,0.030613660729895555,-0.19149599634249712,0.19149599634249712
1.285,0.4990227520477754,12.0,1,0.47751071306439846,0.517881306929725,0.09616373152335833,0.002689253297532974,0.005959847024764247,-0.19540104400487995,0.19540104400487995
